study_cluster_id,primary_report_id,primary_screening_record_id,title,year,venue,canonical_modality,validation_maturity_max,survey_use_status,eligible_report_count,eligible_report_lineage,independent_human_status
STC-ACO-OFDM-LFM-LIDAR-2025,RPT-SCR-01115-01,SCR-01115,Integrated Design of OFDM-LFM Lidar Communication in IoV Environment,2024,"2024 IEEE 12th International Conference on Information, Communication and Networks (ICICN)",FSO,4,survey_ready,1,RPT-SCR-01115-01 (SCR-01115; primary_source; primary_report),not_documented
STC-DP-IMDD-THZ-RANGING-2025-2026,RPT-SCR-00989-01,SCR-00989,310Gbps Transmission and Centimeter-Level Ranging Photonic THz ISAC System,2026,Journal of Lightwave Technology,photonic_THz,5,survey_ready,2,RPT-SCR-00989-01 (SCR-00989; primary_source; journal_version); RPT-SCR-00933-01 (SCR-00933; supplementary_source; conference_version),not_documented
STC-DSCM-ANN-DT-ECL-2025-2026,RPT-SCR-01185-01,SCR-01185,Machine-learning-enhanced phase-based vibration sensing in coherent DSCM systems under commercial ECLs,2026,Science China Information Sciences,fiber,4,survey_ready,2,RPT-SCR-01185-01 (SCR-01185; primary_source; journal_version); RPT-SCR-00722-01 (SCR-00722; supplementary_source; conference_version),not_documented
STC-EADO-OFDM-RANGING-2024-2025,RPT-SCR-00956-01,SCR-00956,Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspective,2025,IEEE Transactions on Wireless Communications,FSO,2,survey_ready,2,RPT-SCR-00956-01 (SCR-00956; primary_source; journal_version); RPT-SCR-00955-01 (SCR-00955; supplementary_source; conference_version),not_documented
STC-ENDOGENOUS-TS-FRFT-DAS-2025,RPT-SCR-00072-01,SCR-00072,Endogenous integration of communication and interference fading free sensing using telecom pilots via joint polarization-fraction domain multiplexing,2025,Optics Express,fiber,4,survey_ready,2,RPT-SCR-00072-01 (SCR-00072; primary_source; canonical_journal_report); RPT-SCR-00099-01 (SCR-00099; supplementary_source; conference_companion_report),not_documented
STC-FRDM-POLARIZATION-SENSING-2025-2026,RPT-SCR-00220-01,SCR-00220,Integrated Communication and In-Band Spectrum Polarization-Based Sensing via Fraction-Division Non-Orthogonal Multiple Access,2026,Journal of Lightwave Technology,fiber,4,survey_ready,2,RPT-SCR-00220-01 (SCR-00220; primary_source; canonical_journal_report); RPT-SCR-00592-01 (SCR-00592; supplementary_source; conference_companion_report),not_documented
STC-ICP-RL-HLLB-3650KM-2024-2025,RPT-SCR-01100-01,SCR-01100,Simultaneous Transmission and Sensing Emulation Using Interconnected Counter-Propagating Recirculating Loops,2025,2025 European Conference on Optical Communications (ECOC),fiber,4,survey_ready,1,RPT-SCR-01100-01 (SCR-01100; primary_source; companion_report),not_documented
STC-III-NITRIDE-MOTION-VLC-2023,RPT-SCR-00763-01,SCR-00763,Integrated Sensing and Communication Chip Based on III-Nitride for Motion Detection,2023,ACS Omega,VLC_LiFi,5,survey_ready_with_claim_restrictions,2,RPT-SCR-00763-01 (SCR-00763; primary_source; primary_report); RPT-SCR-00619-01 (SCR-00619; supplementary_source; companion_report),not_documented
STC-LED-OISAC-2024-2025,RPT-SCR-00901-01,SCR-00901,Optical Integrated Sensing and Communication With Light-Emitting Diode,2025,IEEE Internet of Things Journal,VLC_LiFi,2,survey_ready,1,RPT-SCR-00901-01 (SCR-00901; primary_source; journal_version),not_documented
STC-MMW-OFDM-PENG-2023-2024,RPT-SCR-00889-01,SCR-00889,Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification,2024,Optics Express,photonic_THz,4,survey_ready,2,RPT-SCR-00889-01 (SCR-00889; primary_source; journal_version); RPT-SCR-00900-01 (SCR-00900; supplementary_source; conference_version),not_documented
STC-MULTICHANNEL-LFM-QAM-THZ-2024-2026,RPT-SCR-00988-01,SCR-00988,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,2024,Journal of Lightwave Technology,photonic_THz,5,survey_ready,2,RPT-SCR-00988-01 (SCR-00988; primary_source; journal_version); RPT-SCR-00440-01 (SCR-00440; supplementary_source; conference_version),not_documented
STC-OCDM-THZ-OVER-FIBER-2024-2025,RPT-SCR-00993-01,SCR-00993,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,2024,Journal of Lightwave Technology,photonic_THz,4,survey_ready,2,RPT-SCR-00993-01 (SCR-00993; primary_source; journal_version); RPT-SCR-01149-01 (SCR-01149; supplementary_source; conference_version),not_documented
STC-ODDM-PHOTONIC-MMW-2024-2025,RPT-SCR-00973-01,SCR-00973,Photonics-Assisted mmWave Integrated Sensing and Communication System Enabled by ODDM Waveform,2026,IEEE Transactions on Microwave Theory and Techniques,photonic_THz,5,survey_ready,2,RPT-SCR-00973-01 (SCR-00973; primary_source; journal_version); RPT-SCR-01005-01 (SCR-01005; supplementary_source; conference_version),not_documented
STC-OPA-OWISAC-BEAMFORMING-2024-2025,RPT-SCR-00940-01,SCR-00940,Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming,2025,IEEE Transactions on Wireless Communications,FSO,3,survey_ready,2,RPT-SCR-00940-01 (SCR-00940; primary_source; journal_version); RPT-SCR-00945-01 (SCR-00945; supplementary_source; conference_version),not_documented
STC-REALTIME-BIDIR-DMT-THZ-2024-2026,RPT-SCR-01054-01,SCR-01054,Real-Time Integrated Sensing with 5.08 mm Range Resolution and 15.5 Gbps Bidirectional Wireless Communication Over a 270-Meter Outdoor Photonic-Assisted Terahertz Link,2026,IEEE Photonics Journal,photonic_THz,6,survey_ready,3,RPT-SCR-01054-01 (SCR-01054; primary_source; journal_version); RPT-SCR-01065-01 (SCR-01065; supplementary_source; conference_version); RPT-SCR-01184-01 (SCR-01184; supplementary_source; companion_report),not_documented
STC-SELF-HOMODYNE-MCF-OFDR-2024-2025,RPT-SCR-01015-01,SCR-01015,Integrated Sensing and Communication in Self-Homodyne MCF Transmission Systems With Linear Frequency Modulation,2026,Journal of Lightwave Technology,fiber,4,survey_ready,2,RPT-SCR-01015-01 (SCR-01015; primary_source; journal_version); RPT-SCR-00984-01 (SCR-00984; supplementary_source; conference_version),not_documented
STC-SEVENCORE-COMB-SH-DAS-2024-2025,RPT-SCR-00346-01,SCR-00346,Integrating High-Capacity Self-Homodyne Transmission and High-Sensitivity Dual-Pulse ϕ-OTDR with an EO Comb over a 7-Core Fiber,2026,Photonics,fiber,5,survey_ready,2,RPT-SCR-00346-01 (SCR-00346; primary_source; journal_version); RPT-SCR-01031-01 (SCR-01031; supplementary_source; conference_version),not_documented
STC-SF-LFM-OFDM-THZ-2025-2026,RPT-SCR-00978-01,SCR-00978,Photonics-Aided THz Integrated Sensing and Communication System Based on a Time-Frequency Efficient SF-LFM-OFDM Waveform,2026,IEEE Transactions on Microwave Theory and Techniques,photonic_THz,4,survey_ready,2,RPT-SCR-00978-01 (SCR-00978; primary_source; journal_version); RPT-SCR-01019-01 (SCR-01019; supplementary_source; conference_version),not_documented
STC-SINGLETON-SCR-00001,RPT-SCR-00001-01,SCR-00001,High-Speed Flexible Near-Infrared Organic Photodetectors for Self-Powered Optical Integrated Sensing and Communications,2025,Advanced Functional Materials,VLC_LiFi,5,survey_ready,1,RPT-SCR-00001-01 (SCR-00001; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00002,RPT-SCR-00002-01,SCR-00002,Integrated Optical Sensing and Communication (IOSAC) System Based on Hybrid-Waveguide Structures,2024,Advanced Materials Technologies,fiber,5,survey_ready,1,RPT-SCR-00002-01 (SCR-00002; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00007,RPT-SCR-00007-01,SCR-00007,OFDM-based optical integrated sensing and communication framework using embedded pilot subcarriers,2026,Optics Continuum,fiber,2,survey_ready,1,RPT-SCR-00007-01 (SCR-00007; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00008,RPT-SCR-00008-01,SCR-00008,Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited],2026,Chinese Optics Letters,fiber,2,survey_ready,1,RPT-SCR-00008-01 (SCR-00008; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00009,RPT-SCR-00009-01,SCR-00009,Optical integrated sensing and communication (O-ISAC): A unified framework for 6G and AI-Powered intelligent networks,2026,Journal of Optical Communications,hybrid_optical,2,survey_ready,1,RPT-SCR-00009-01 (SCR-00009; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00011,RPT-SCR-00011-01,SCR-00011,Retroreflective optical ISAC using OFDM: channel modeling and performance analysis,2024,Optics Letters,FSO,4,survey_ready,1,RPT-SCR-00011-01 (SCR-00011; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00012,RPT-SCR-00012-01,SCR-00012,Single-Source optical integrated sensing and communication (O-ISAC) with sequential target recognition,2026,Optics and Laser Technology,FSO,5,survey_ready,1,RPT-SCR-00012-01 (SCR-00012; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00013,RPT-SCR-00013-01,SCR-00013,On the coexistence of distributed fiber optic sensing and IM/DD transmission via digital subcarrier multiplexing,2026,Optics Express,fiber,5,survey_ready,1,RPT-SCR-00013-01 (SCR-00013; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00015,RPT-SCR-00015-01,SCR-00015,Integrated optical covert sensing and communication,2025,Chinese Optics Letters,fiber,5,survey_ready,1,RPT-SCR-00015-01 (SCR-00015; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00036,RPT-SCR-00036-01,SCR-00036,Millimeter-Wave Integrated Sensing and Communication System Based on a Photonics-Assisted Phased Array,2026,Laser and Photonics Reviews,photonic_THz,4,survey_ready,1,RPT-SCR-00036-01 (SCR-00036; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00038,RPT-SCR-00038-01,SCR-00038,Native and Reconfigurable Distributed Acoustic Sensing Integrated with Single-carrier 64QAM Transmission Signal,2025,"Optical Fiber Communication Conference in Proceedings Optical Fiber Communication Conference, OFC 2025 and Optical Fiber Communication Conference (OFC) Postdeadline Papers 2025",fiber,4,survey_ready,1,RPT-SCR-00038-01 (SCR-00038; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00052,RPT-SCR-00052-01,SCR-00052,Cc-Otdr Sequence Shaping Enabling Joint Co-Directional Sensing and Communication,2025,"2025 IEEE Photonics Conference, IPC 2025 - Proceedings",fiber,4,survey_ready,1,RPT-SCR-00052-01 (SCR-00052; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00056,RPT-SCR-00056-01,SCR-00056,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system,2025,Optics and Laser Technology,fiber,4,survey_ready,1,RPT-SCR-00056-01 (SCR-00056; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00057,RPT-SCR-00057-01,SCR-00057,Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System,2025,"Opto-Electronics and Communications Conference, OECC",fiber,4,survey_ready,1,RPT-SCR-00057-01 (SCR-00057; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00086,RPT-SCR-00086-01,SCR-00086,Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC,2025,"Optical Fiber Communication Conference in Proceedings Optical Fiber Communication Conference, OFC 2025 and Optical Fiber Communication Conference (OFC) Postdeadline Papers 2025",photonic_THz,4,survey_ready,1,RPT-SCR-00086-01 (SCR-00086; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00091,RPT-SCR-00091-01,SCR-00091,Communication and Sensing via Hermite-Gaussian Time-Domain Mode-Division-Multiple-Access,2025,"Asia Communications and Photonics Conference, ACP",hybrid_optical,2,survey_ready,1,RPT-SCR-00091-01 (SCR-00091; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00110,RPT-SCR-00110-01,SCR-00110,Integrated Optical Camera Communication and Scene Sensing Based on Generative Adversarial Networks,2026,IEEE Transactions on Mobile Computing,VLC_LiFi,4,survey_ready,1,RPT-SCR-00110-01 (SCR-00110; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00123,RPT-SCR-00123-01,SCR-00123,Glass fiber-based integrated sensing and communication system for vehicular applications,2026,Advanced Photonics Nexus,fiber,5,survey_ready,1,RPT-SCR-00123-01 (SCR-00123; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00151,RPT-SCR-00151-01,SCR-00151,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,2025,Journal of Lightwave Technology,fiber,4,survey_ready,1,RPT-SCR-00151-01 (SCR-00151; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00160,RPT-SCR-00160-01,SCR-00160,Photonic Generation of Joint Amplitude-Frequency Modulated Waveform for THz Integrated Sensing and Communication,2025,Microwave and Optical Technology Letters,photonic_THz,5,survey_ready,1,RPT-SCR-00160-01 (SCR-00160; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00177,RPT-SCR-00177-01,SCR-00177,Integrated photonic ultrawideband real-time spectrum sensing for 6G wireless networks,2026,Nature Communications,photonic_THz,5,survey_ready,1,RPT-SCR-00177-01 (SCR-00177; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00185,RPT-SCR-00185-01,SCR-00185,Integrated Terahertz FMCW Radar and FSK Communication Enabled by High-Speed Wavelength Tunable Lasers,2025,Photonics,photonic_THz,5,survey_ready,1,RPT-SCR-00185-01 (SCR-00185; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00189,RPT-SCR-00189-01,SCR-00189,Sensing µm-scale vibrations in the Hz range within a THz communication system,2026,Optics Express,photonic_THz,5,survey_ready_with_claim_restrictions,1,RPT-SCR-00189-01 (SCR-00189; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00196,RPT-SCR-00196-01,SCR-00196,Adaptive visible light integrated sensing and communication for cable-free virtual reality,2025,Photonics Research,VLC_LiFi,5,survey_ready,1,RPT-SCR-00196-01 (SCR-00196; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00210,RPT-SCR-00210-01,SCR-00210,Software-Defined Radio Experimental Validation of an OTFS-Based ISAC for Velocity Estimation in an ARoF Setup,2026,Technologies,hybrid_optical,5,survey_ready_with_claim_restrictions,1,RPT-SCR-00210-01 (SCR-00210; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00218,RPT-SCR-00218-01,SCR-00218,Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry,2025,Journal of Lightwave Technology,fiber,5,survey_ready,1,RPT-SCR-00218-01 (SCR-00218; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00233,RPT-SCR-00233-01,SCR-00233,Bi-LSTM-Transformer hybrid network for V2V optical wireless ISAC systems,2026,ICT Express,FSO,2,survey_ready,1,RPT-SCR-00233-01 (SCR-00233; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00238,RPT-SCR-00238-01,SCR-00238,Multi-service integrated sensing and communication system for industrial internet-of-things,2026,Optics and Lasers in Engineering,fiber,5,survey_ready,1,RPT-SCR-00238-01 (SCR-00238; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00256,RPT-SCR-00256-01,SCR-00256,OCDM Integrated LiDAR and Communication System for UAVs,2025,"2025 13th International Conference on Information and Communication Networks, ICICN 2025",FSO,2,survey_ready_with_claim_restrictions,1,RPT-SCR-00256-01 (SCR-00256; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00268,RPT-SCR-00268-01,SCR-00268,Full dimensional control of structured microwaves based on microcombs,2026,Nature Photonics,other_optical,5,survey_ready,1,RPT-SCR-00268-01 (SCR-00268; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00273,RPT-SCR-00273-01,SCR-00273,Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization,2025,Sensors,VLC_LiFi,5,survey_ready_with_claim_restrictions,1,RPT-SCR-00273-01 (SCR-00273; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00274,RPT-SCR-00274-01,SCR-00274,A Unified OFDM-ISAC Signal Generation Architecture in W-Band via Photonics-Aided Frequency Multiplication and Phase Noise Mitigation,2025,Photonics,photonic_THz,2,survey_ready_with_claim_restrictions,1,RPT-SCR-00274-01 (SCR-00274; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00277,RPT-SCR-00277-01,SCR-00277,"Towards last-mile connectivity in 6G-IoT: An integrated MIMO-FSO communication system and FBG sensors under atmospheric attenuations, strain and temperature effects",2025,"Engineering Science and Technology, an International Journal",hybrid_optical,2,survey_ready_with_claim_restrictions,1,RPT-SCR-00277-01 (SCR-00277; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00278,RPT-SCR-00278-01,SCR-00278,Demonstration of High Sensitivity Detection and High Precision Localization of Vibrations in Bidirectional Coherent Transmission Systems Enabled by Carrier Laser Phase Noise Retrieval,2025,Journal of Lightwave Technology,fiber,5,survey_ready_with_claim_restrictions,1,RPT-SCR-00278-01 (SCR-00278; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00294,RPT-SCR-00294-01,SCR-00294,Optoelectronic integrated sensing and communication system based on InGaN/GaN MQW for wireless detection of air pressure,2025,Sensors and Actuators A: Physical,VLC_LiFi,5,survey_ready_with_claim_restrictions,1,RPT-SCR-00294-01 (SCR-00294; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00312,RPT-SCR-00312-01,SCR-00312,Photonics-Aided THz ISAC System Based on A Spectral Overlapping Multi-Carrier 16QAM-LFM Waveform,2025,"2025 Optical Fiber Communications Conference and Exhibition, OFC 2025 - Proceedings",photonic_THz,5,survey_ready,1,RPT-SCR-00312-01 (SCR-00312; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00344,RPT-SCR-00344-01,SCR-00344,Co-wavelength-channel integration of ultra-low-frequency distributed acoustic sensing and high-capacity communication,2025,Photonics Research,fiber,5,survey_ready,1,RPT-SCR-00344-01 (SCR-00344; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00356,RPT-SCR-00356-01,SCR-00356,Exploitation of FMF capabilities for joint communications and sensing,2025,International Conference on Transparent Optical Networks,fiber,5,survey_ready,1,RPT-SCR-00356-01 (SCR-00356; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00361,RPT-SCR-00361-01,SCR-00361,Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing,2025,Optics Express,photonic_THz,5,survey_ready_with_claim_restrictions,1,RPT-SCR-00361-01 (SCR-00361; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00362,RPT-SCR-00362-01,SCR-00362,Frequency-comb-steered ultrawideband quasi-true-time-delay beamformer for integrated sensing and communication,2025,Nature Communications,photonic_THz,5,survey_ready,1,RPT-SCR-00362-01 (SCR-00362; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00366,RPT-SCR-00366-01,SCR-00366,Integrated ultra-large dynamic vibration sensing with fronthaul analog radio-over-fiber transmission,2025,Photonics Research,hybrid_optical,5,survey_ready,1,RPT-SCR-00366-01 (SCR-00366; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00367,RPT-SCR-00367-01,SCR-00367,Common bias-digital subcarrier multiplexing scheme for integrated sensing and communication in short-reach optical transmission systems,2025,Optics Express,fiber,5,survey_ready,1,RPT-SCR-00367-01 (SCR-00367; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00369,RPT-SCR-00369-01,SCR-00369,Simultaneous polarization demultiplexing and vibration sensing via single pilot tone in DSCM-ISAC systems,2025,Optics Express,fiber,5,survey_ready,1,RPT-SCR-00369-01 (SCR-00369; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00376,RPT-SCR-00376-01,SCR-00376,An integrated sensing and communication solar skin for health monitoring and human–machine interaction,2026,Nano Energy,VLC_LiFi,5,survey_ready,1,RPT-SCR-00376-01 (SCR-00376; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00379,RPT-SCR-00379-01,SCR-00379,Enhanced Room Coverage With Photon-Level NLOS Ultraviolet Optical Wireless Communication,2025,IEEE Photonics Technology Letters,other_optical,5,survey_ready,1,RPT-SCR-00379-01 (SCR-00379; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00387,RPT-SCR-00387-01,SCR-00387,Demonstration of Ranging-Based Phase Encryption for Enhanced Free-Space Optical Security,2026,Journal of Lightwave Technology,FSO,5,survey_ready,1,RPT-SCR-00387-01 (SCR-00387; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00396,RPT-SCR-00396-01,SCR-00396,Integrated sensing and communication system based on a photonic integrated broadband multi-beamformer,2025,Optics Express,photonic_THz,5,survey_ready,1,RPT-SCR-00396-01 (SCR-00396; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00406,RPT-SCR-00406-01,SCR-00406,Microcomb-synchronized optoelectronics,2025,Nature Electronics,photonic_THz,5,survey_ready,1,RPT-SCR-00406-01 (SCR-00406; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00407,RPT-SCR-00407-01,SCR-00407,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,2025,"IEEE Wireless Communications and Networking Conference, WCNC",VLC_LiFi,2,survey_ready,1,RPT-SCR-00407-01 (SCR-00407; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00418,RPT-SCR-00418-01,SCR-00418,W-band photonics-aided OFDM system integrating sensing and communication with phase noise suppression scheme,2025,Optics and Laser Technology,photonic_THz,5,survey_ready,1,RPT-SCR-00418-01 (SCR-00418; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00432,RPT-SCR-00432-01,SCR-00432,Ultrasonic phase extraction method for co-cable identification in coherent optical transmission systems,2024,Chinese Optics Letters,fiber,5,survey_ready,1,RPT-SCR-00432-01 (SCR-00432; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00436,RPT-SCR-00436-01,SCR-00436,Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services,2025,"Optical Fiber Communication Conference in Proceedings Optical Fiber Communication Conference, OFC 2025 and Optical Fiber Communication Conference (OFC) Postdeadline Papers 2025",hybrid_optical,5,survey_ready_with_claim_restrictions,1,RPT-SCR-00436-01 (SCR-00436; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00451,RPT-SCR-00451-01,SCR-00451,Wearable Sensors Based on Miniaturized High-Performance Hybrid Nanogenerator for Medical Health Monitoring,2024,Biosensors,VLC_LiFi,5,survey_ready,1,RPT-SCR-00451-01 (SCR-00451; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00456,RPT-SCR-00456-01,SCR-00456,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,2025,"Opto-Electronics and Communications Conference, OECC",FSO,2,survey_ready,1,RPT-SCR-00456-01 (SCR-00456; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00460,RPT-SCR-00460-01,SCR-00460,Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,2023,Optics Communications,VLC_LiFi,5,survey_ready,1,RPT-SCR-00460-01 (SCR-00460; primary_source; standalone_primary_report),not_documented
STC-SINGLETON-SCR-00473,RPT-SCR-00473-01,SCR-00473,High-performance Vibration Sensing Based on Subband Phase-Shift Transform in Integrated Sensing and Communication System,2025,"Asia Communications and Photonics Conference, ACP",fiber,5,survey_ready_with_claim_restrictions,1,RPT-SCR-00473-01 (SCR-00473; primary_source; standalone_primary_report),not_documented
