"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Kolodziej, K.E.; Marzall, L.; Popovic, Z.","Kolodziej, Kenneth E. (55638537200); Marzall, Laila Fighera (36625814900); Popovic, Zoya Basta (7101961963)","55638537200; 36625814900; 7101961963","In-Band Full-Duplex Front-End GaN MMIC for Phased Arrays","2024","IEEE International Symposium on Phased Array Systems and Technology","","","","","","3","10.1109/ARRAY58370.2024.10880349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000248028&doi=10.1109%2FARRAY58370.2024.10880349&partnerID=40&md5=46b96c2713fd41e2addd077257671ab4","Phased array systems with in-band full-duplex (IBFD) technology can facilitate multifunction operation, such as integrated sensing and communications. Effective designs, however, require unique front-end circuits that can suppress the resulting self-interference and allow array scaling in both size and frequency. This paper presents the design of an IBFD front-end that integrates a power amplifier, low-noise amplifier, tunable canceller, and an antenna interface for element-level IBFD arrays. The circuit is implemented in the WIN Semiconductors NP12 0.12μm GaN process, and is designed with amplifiers that have a small-signal gain higher than 10 dB and an analog canceller with more than 40 dB of transmit-receive isolation enhancement at 3GHz. © 2024 IEEE.","Front-end; in-band full-duplex; phased array; self-interference cancellation; simultaneous transmit and receive","Antenna phased arrays; III-V semiconductors; Integrated circuit design; Junction gate field effect transistors; Low noise amplifiers; Masers; Monolithic microwave integrated circuits; Semiconducting indium phosphide; Semiconductor optical amplifiers; Front end; Full-duplex; GaN MMIC; In-band; In-band full-duplex; Interference cancellation; Phased-arrays; Self-interference cancelation; Self-interferences; Simultaneous transmit and receive; Gallium nitride","Conference paper","Final","","Scopus","2-s2.0-86000248028"
"Wang, Y.; Peng, R.; Tian, Y.","Wang, Yuxin (59552414100); Peng, Rui (57191914180); Tian, Yafei (8697974500)","59552414100; 57191914180; 8697974500","3D Handwriting Trajectory Recovery by Wireless Sensing with Commercial LTE Signals","2024","","","","","752","757","2","10.1109/WCSP62071.2024.10827566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217572342&doi=10.1109%2FWCSP62071.2024.10827566&partnerID=40&md5=f1b59f99d7672f53ec883770659c816f","Integrated sensing and communication (ISAC) is an essential technology in next-generation wireless networks. Leveraging cellular signals for device-free wireless sensing and handwriting trajectory recovery has enormous potential in various human-machine interaction applications. However, wireless channel characteristics vary with the position and orientation of the user, as well as the locations of transceivers, leading to a great challenge for wireless sensing algorithms. This paper introduces a position and orientation independent handwriting trajectory recovery scheme based on multiple wireless links. By using a preamble gesture to extract environmental information, we can convert the Doppler frequency shifts of different transmitterreceiver pairs to 3D velocities in the body coordinate system and recover handwriting trajectories. We build a prototype system and use commercial 4G-LTE signals to extract channel state information without inter-cell interference. Real-time handwriting trajectory recovery is achieved in a practical environment, demonstrating the effectiveness of the proposed method. © 2024 IEEE.","3D trajectory recovery; 4G-LTE; Device-free wireless sensing; position-independent","3G mobile communication systems; Femtocell; Image coding; Image segmentation; Image thinning; Optical transceivers; Radio transceivers; 3-D trajectory; 3d trajectory recovery; 4g-LTE; Cellular signals; Device-free; Device-free wireless sensing; Integrated sensing; Position and orientations; Position-independent; Wireless sensing; 4G mobile communication systems","Conference paper","Final","","Scopus","2-s2.0-85217572342"
"","","","16th International Conference on Wireless Communications and Signal Processing, WCSP 2024","2024","","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217535146&partnerID=40&md5=aff90cb883551c2362da114079b934fb","The proceedings contain 253 papers. The topics discussed include: near-field attitude and location estimation based on partitioned large-scale antenna array; CKM-based environment-aware pilot reuse and channel estimation; analysis of sliding-correlation frame synchronization for visible light communication with signal-dependent noise; optimizing age of information for multi-antenna aided covert communications; PLMS: a packet loss memory-based transmission enhancement scheme for GEO satellite networks; interference management for IRS-NOMA networks via constructive interference; impacts of blockages on UAV-enabled integrated sensing and communications; robust image watermarking based on texture guidance and dynamic multi-spectrum attention; refined parity-check polar codes from PAC codes with lower complexity; and resource allocation in a dual-sensor update system for age of information minimization.","","","Conference review","Final","","Scopus","2-s2.0-85217535146"
"Jiao, T.; Wei, Z.; Geng, Y.; Wan, K.; Yang, Z.; Caire, G.","Jiao, Tian (58485800100); Wei, Zhiqiang (57193644063); Geng, Yanlin (36348255900); Wan, Kai (57191034838); Yang, Zai (33968308000); Caire, Giuseppe (7004399543)","58485800100; 57193644063; 36348255900; 57191034838; 33968308000; 7004399543","Rate-Distortion Tradeoff of Bistatic Integrated Sensing and Communication","2024","","","","","360","365","2","10.1109/ITW61385.2024.10806984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216560376&doi=10.1109%2FITW61385.2024.10806984&partnerID=40&md5=4fd9222c50c3cb772d10652b9a300497","Bistatic Integrated Sensing and Communication (ISAC) systems circumvent the issue of strong self-interference present in monostatic ISAC systems by employing a pair of physically separated sensing transceivers. They maintain the advantage of co-designing radar sensing and communications on shared spectrum and hardware. Motivated by the favorable attributes of bistatic radar, this paper investigates bistatic ISAC. In this setup, a transmitter sends messages to a communication receiver, while a sensing receiver at another location conducts a 'decoding-and-estimation' (DnE) operation to obtain the state of the communication receiver. We propose three achievable DnE strategies based on the degree of information decoding at the sensing receiver: blind estimation, partial decoding-based estimation, and full decoding-based estimation. We explore the corresponding rate-distortion regions associated with each strategy. Furthermore, we provide a specific example to illustrate the comparison of the rate-distortion regions among the three DnE strategies and demonstrate the advantage of ISAC over independent communication and sensing. © 2024 IEEE.","Bistatic radar; Integrated Sensing and Communication (ISAC); rate-distortion region; state estimation","Blind equalization; Optical transceivers; Radar interference; Radio transceivers; Time difference of arrival; Bistatic; Bistatic radars; Communication receivers; Communications systems; Estimation strategies; Integrated sensing; Integrated sensing and communication; Rate distortion region; Rate distortion trade-off; Sensing systems; Decoding","Conference paper","Final","","Scopus","2-s2.0-85216560376"
"Emadi, M.J.; Hu, S.; Qian, J.; Wang, H.","Emadi, Mohammad Javad (8645328900); Hu, Sha (57113946300); Qian, Jing (57189600645); Wang, Hao (57216290688)","8645328900; 57113946300; 57189600645; 57216290688","On Beamforming Design for ISAC Transceiver in Presence of Self-Interference","2024","IEEE International Symposium on Personal, Indoor and Mobile Radio Communications, PIMRC","","","","","","0","10.1109/PIMRC59610.2024.10817297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215979628&doi=10.1109%2FPIMRC59610.2024.10817297&partnerID=40&md5=a545a4a1bf581dc2ce52a39b710719ec","To support object detection and tracking as one of the main services of a mono-static integrated sensing and communications (ISAC), an ISAC node needs to operate in full-duplex mode, and therefore suffers from strong self-interference (SI) mainly due to mutual coupling (MC) between its antenna arrays. This paper studies beamforming (BF) designs at transmitter (Tx) and/or receiver (Rx) sides of ISAC node to support both multibeam transmissions for simultaneous communications and sensing, and also manage SI cancellation (SIC) over signaling bandwidth and suppress specific spatial reception angles. Provided that ISAC node has estimated SI channel only over a few frequency indices, a null-space projection (NSP) based BF designs at Tx-only, Rx-only, and joint Tx-Rx are studied to see which one is preferred from hardware-efficiency perspective. Moreover, a system level analysis with a proposed sensing frame structure is discussed to support reliable and periodic sensing of a region by choosing proper parameters while minimizing communications performance loss. Performance of SIC and effect of number of its constraints are discussed through numerical results. It is shown than NSP-based Tx-BF is sufficient for SIC and one can relax RxBF by only utilizing simple phase-shifters. Moreover, importance of having precise estimation of MC, and performance of object detection with and without SIC are discussed. © 2024 IEEE.","beamforming; Integrated sensing and communications; null-space projection; self-interference cancellation","Beam forming networks; Channel estimation; Frequency estimation; Image thinning; Multibeam antennas; Optical transceivers; Time difference of arrival; Communication nodes; Integrated sensing; Integrated sensing and communication; Interference cancellation; Mutual coupling; Null space; Null-space projection; Self-interference cancelation; Self-interferences; Sensing nodes; Beamforming","Conference paper","Final","","Scopus","2-s2.0-85215979628"
"","","","2024 33rd Wireless and Optical Communications Conference, WOCC 2024","2024","","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215665599&partnerID=40&md5=86c93cde3d8f7e12a36170e299464748","The proceedings contain 40 papers. The topics discussed include: application of integrated sensing and communication in structural health monitoring; learning-based task offloading and UAV trajectory optimization in SAGIN; self-supervised learning enabled task-oriented semantic communication using limited labels; 25 Gbit/s transmission over 25 km optical fiber with adaptive optical tracking in fiber-free-space-optical-communication (FSOC) network; few-shot open-set modulation recognition based on signal constellation and meta-learning; on the multichannel rendezvous problem without global channel enumeration; RF front-end lora transceiver with antenna for comparison with gyro and vehicle communication; and group-and-conquer for multi-speaker single-channel speech separation.","","","Conference review","Final","","Scopus","2-s2.0-85215665599"
"Rodríguez, D.; Valera, J.; Aviles, Y.; Aceros, C.","Rodríguez, Domingo Antonio (7202482883); Valera, Juan Carlos Sosa (38863087300); Aviles, Yvonne (6506421580); Aceros, César A. (6505629866)","7202482883; 38863087300; 6506421580; 6505629866","Intelligent Waveform Design and Channel Modeling Using Group Theoretic Weyl-Heisenberg Frames","2024","","","","","","","0","10.1109/LATINCOM62985.2024.10770683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215084986&doi=10.1109%2FLATINCOM62985.2024.10770683&partnerID=40&md5=2a0baf5ab3aac57d94676a8dfb924b25","This theoretical work presents properties of Weyl-Heisenberg frames as they are used in the characterization of the cross-ambiguity function (CAF) which is an essential tool in the development of integrated wireless sensing and communications techniques. In essence, the work concretely formulates a relation between Weyl-Heisenberg (WH) frames and CAF operators when dealing with multicarrier sensing and communications operations. The work describes how features extracted from WH frames support machine learning (ML) models for intelligent waveform design and wireless channel modeling for emerging integrated sensing and communication (ISAC) systems, sharing the same spectrum, in beyond fifth generation (B5G) wireless networks. © 2024 IEEE.","Cross-Ambiguity Function; Intelligent Channel Modeling; ISAC; Microwave Photonics; mmWave; OFDM; OTFS; THz Bd; Waveform Design; Weyl-Heisenberg Systems","Monolithic microwave integrated circuits; Ambiguity function; Channel modelling; Cross-ambiguity function; Heisenberg system; Integrated sensing; Integrated sensing and communication; Intelligent channel modeling; Microwave Photonics; Mm waves; OTFS; THz bd; Waveform designs; Weyl-heisenberg system; Integrated circuit design","Conference paper","Final","","Scopus","2-s2.0-85215084986"
"Liu, Y.; Deng, X.; Zhong, N.; Zou, X.; Pan, W.; Yan, L.","Liu, Yuxin (57577638900); Deng, Xiong (56585156200); Zhong, Ningyuan (57864283400); Zou, Xiahua (8309740500); Pan, Wei (7402219762); Yan, Lianshan (24777727100)","57577638900; 56585156200; 57864283400; 8309740500; 7402219762; 24777727100","Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning","2024","Asia Communications and Photonics Conference, ACP","","","","","","2","10.1109/ACP/IPOC63121.2024.10809603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215014203&doi=10.1109%2FACP%2FIPOC63121.2024.10809603&partnerID=40&md5=98b99932b08b6a82d56c33e82a7d8aaf","The terahertz (THz) band combined with microwave photonics (MWP) offers a promising solution for achieving ultra-high data rates and radar resolution in integrated sensing and communication (ISAC) systems. Inspired by the constant envelope orthogonal frequency division multiplexing (CE-OFDM), the ISAC signal is designed with two linear frequency modulation (LFM) bands and CE-OFDM in between. In particular, the two LFM sub-bands carry the DC-offset quadrature phase shift keying (QPSK) communication signal to increase the data rate. In this paper, we propose a novel THz MWP ISAC system and simulation is carried out to verify the two-dimensional (2D) positioning function. It possesses a 18.448 Gbit/s communication data rate and a 1.78 cm equivalent radar range resolution achieved by coherent fusion processing (CFP), characterized by a low peak-to-average power ratio (PAPR). In addition, CFP enables high spectral-efficiency. The performance shows two error-free 1.25 GHz QPSK signals and a 5 GHz 64-QAM CE-OFDM signal with a bit error rate (BER) of ~10-4. In addition, the 2D positioning function is successfully verified within 2 m distance by using the trilateration method, and the error is less than 5.81 cm. The low PAPR effectively mitigates nonlinear distortion in communication and enhances target detection in radar, demonstrating significant potential for future applications. To the best of our knowledge, this is the first demonstration of a THz ISAC system integrating 2D positioning and CFP. © 2024 IEEE.","2D positioning; coherent fusion processing (CFP); ISAC; microwave photonics (MWP); terahertz (THz)","Binary phase shift keying; Bit error rate; Error statistics; Forward error correction; Frequency modulation; Microwave sensors; Optical communication; Orthogonal functions; Quadrature amplitude modulation; Quadrature phase shift keying; Coherent fusion processing; Constant envelope; Integrated sensing; Integrated sensing and communication; Microwave photonic; Microwave Photonics; Tera Hertz; Terahertz; Two-dimensional; Two-dimensional positioning; Orthogonal frequency division multiplexing","Conference paper","Final","","Scopus","2-s2.0-85215014203"
"Wang, H.; Zeng, Z.; Chen, C.; Zhu, B.; Shao, S.; Liu, M.","Wang, Haochuan (59513786100); Zeng, Zhihong (57204695781); Chen, Chen (55664378400); Zhu, Binbin (57230466900); Shao, Sihua (56566058800); Liu, Min (55743469000)","59513786100; 57204695781; 55664378400; 57230466900; 56566058800; 55743469000","Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments","2024","Asia Communications and Photonics Conference, ACP","","","","","","7","10.1109/ACP/IPOC63121.2024.10809915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214997609&doi=10.1109%2FACP%2FIPOC63121.2024.10809915&partnerID=40&md5=52ca859f33f345d536caefe3764fd54d","A retroreflective optical ISAC (RO-ISAC) system supporting 3D positioning is proposed.This system used the transmitted signal and the reflected signal to measure the distance, which can further locate position of the target. © 2024 IEEE.","optical integrated sensing and communication; orthogonal frequency division multiplexing; visible light communication (key words)","Light modulation; Visible light communication; 3D positioning; Indoor environment; Integrated sensing; Key words; Optical integrated sensing and communication; Optical-; Orthogonal frequency-division multiplexing; Transmitted signal; Visible light; Visible light communication (key word); Orthogonal frequency division multiplexing","Conference paper","Final","","Scopus","2-s2.0-85214997609"
"Zhang, J.; Lei, M.; Li, H.; Zhou, Q.; Zhong, Q.; Zhang, J.; Zheng, Z.; Hua, B.; Cai, Y.; Chen, X.; Yu, J.; Zhu, M.","Zhang, Junhao (58307080000); Lei, Mingzheng (59099043000); Li, Hao (59643841900); Zhou, Qingzhi (59244987700); Zhong, Qing (57226154967); Zhang, Jiao (57843616700); Zheng, Zhennan (57202098512); Hua, Bingchang (57192157000); Cai, Yuancheng (57222293189); Chen, Xingyu (57194547169); Yu, Jianjun (55682081900); Zhu, Min (56477805000)","58307080000; 59099043000; 59643841900; 59244987700; 57226154967; 57843616700; 57202098512; 57192157000; 57222293189; 57194547169; 55682081900; 56477805000","A Photonics-Assisted D-Band ISAC System Based on A Time-Frequency Efficient Waveform","2024","Asia Communications and Photonics Conference, ACP","","","","","","2","10.1109/ACP/IPOC63121.2024.10809716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214994910&doi=10.1109%2FACP%2FIPOC63121.2024.10809716&partnerID=40&md5=6657c01a01aed7db94182ce4e958f312","We design a time-frequency efficient ISAC waveform for photonics-assisted D-band ISAC system. By embedding subcarrier communication waveforms on the idle time-frequency dimension of an LFMCW, simultaneous 88-Gbps data rate and 1-cm radial resolution are realized. © 2024 IEEE.","D-Band; Integrated sensing and communication (ISAC); LFMCW; photonics-assisted","Photonic devices; Photonic integrated circuits; Photonic integration technology; Communications systems; D-band; Embeddings; Integrated sensing; Integrated sensing and communication; LFMCW; Photonic-assisted; Sensing systems; Time frequency; Waveforms; Photonics","Conference paper","Final","","Scopus","2-s2.0-85214994910"
"Gao, S.; Chen, H.; Zhang, H.; Sun, Z.; Shen, Y.; Lin, X.","Gao, Sheng (58629385900); Chen, Hang (57197874581); Zhang, Haiou (57911220300); Sun, Zhi (58882617000); Shen, Yuan (35485418600); Lin, Xing (55643144000)","58629385900; 57197874581; 57911220300; 58882617000; 35485418600; 55643144000","All-optical computing for super-resolution direction of arrival estimation","2024","Asia Communications and Photonics Conference, ACP","","","","","","1","10.1109/ACP/IPOC63121.2024.10809945","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214983017&doi=10.1109%2FACP%2FIPOC63121.2024.10809945&partnerID=40&md5=3ef5f97ada9fde109a7e3cd73f63bcbf","Direction of arrival estimation technology is the foundation for communications, radar, navigation, etc.However, conventional electronic devices for DOA estimation require expensive RF circuits, high-precision analogue-to-digital converters and complex digital signal processing algorithms.Here, we propose a super-resolution diffractive neural network (S-DNN) to directly process electromagnetic (EM) waves for super-resolution DOA estimation over a broadband frequency range.The multilayer meta-structures of the S-DNN produces super-oscillatory angular responses in local angular range, which can perform all-optical DOA estimation with angular resolution beyond the diffraction limit.Space-time multiplexing of passive and reconfigurable S-DNNs is used to achieve high-resolution DOA estimation over a wide field of view.Experiments show that the angular resolution of the S-DNN is four times higher than the diffraction limited resolution.The fabricated S-DNN can be used for super-resolution DOA estimation of multiple coherent sources over a 5 GHz frequency bandwidth, with an estimation delay that is in principle two to four orders of magnitude lower than commercial devices.We also use the all-optical DOA estimation capability of the S-DNN to provide angular direction to reconfigurable intelligent surface, to achieve low-latency and low-power integrated sensing and communication.Our work is an important step towards enabling various wireless sensing and communication tasks using photonic computing processors that outperform electronic computing in both computational paradigm and performance. © 2024 IEEE.","communication; diffraction limit; diffractive neural network; integrated sensing; super-resolution DOA estimation","Binary images; Circular waveguides; Digital signal processors; Digital storage; Direction of arrival; Image analysis; Image coding; Image compression; Image texture; Image thinning; Time division multiplexing; All optical; Angular resolution; Diffraction limits; Diffractive neural network; Direction of arrival estimation; DOA estimation; Integrated sensing; Neural-networks; Super-resolution DOA estimation; Superresolution; Frequency estimation","Conference paper","Final","","Scopus","2-s2.0-85214983017"
"Wang, C.; Lyu, Z.; Zhang, L.; Yu, X.","Wang, Can (59513877500); Lyu, Zhidong (57536366900); Zhang, Lu (56447283400); Yu, Xianbin (14833462500)","59513877500; 57536366900; 56447283400; 14833462500","Photonics-enabled full-duplex millimeter-wave integrated sensing and communication","2024","Asia Communications and Photonics Conference, ACP","","","","","","0","10.1109/ACP/IPOC63121.2024.10810000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214980502&doi=10.1109%2FACP%2FIPOC63121.2024.10810000&partnerID=40&md5=a4ac4b681fceb7f6e30a1f60df844847","This paper proposes a co-frequency and co-time full-duplex integrated-sensing-and-communication system that utilizes optical-domain millimeter-wave self-interference cancellation (SIC), numerically achieving over 40 dB SIC and realizing communication with accurate radar sensing, effectively doubling spectrum utilization. © 2024 IEEE.","full-duplex; Integrated-sensing-and-communication; photonics self-interference cancellation","Microwave sensors; Optical fiber communication; Photonic devices; Photonic integrated circuits; Photonic integration technology; Radar interference; Communications systems; Doublings; Full-duplex; Integrated sensing; Integrated-sensing-and-communication; Interference cancellation; Optical domains; Photonic self-interference cancelation; Radar sensing; Self-interferences; Photonics","Conference paper","Final","","Scopus","2-s2.0-85214980502"
"Wang, W.; Zhang, G.; Wen, H.; Zhang, J.","Wang, Weiqiong (59513884300); Zhang, Guanxing (59513746600); Wen, He (35235503800); Zhang, Jie (59517038900)","59513884300; 59513746600; 35235503800; 59517038900","Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics","2024","Asia Communications and Photonics Conference, ACP","","","","","","0","10.1109/ACP/IPOC63121.2024.10809573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214979340&doi=10.1109%2FACP%2FIPOC63121.2024.10809573&partnerID=40&md5=d09f16a93489f8e5b50fe047e54f08c8","A full-duplex integrated sensing and communication (ISAC) system based on microwave photonics technology is proposed, including a Central Office (CO), Remote Antenna Unit (RAU), and Mobile Station (MS). The system employs phase modulation for downlink transmission and intensity modulation for uplink transmission to enable the reuse of optical carrier over a single fiber for bidirectional transmission, thereby reducing system complexity and cost significantly. Simultaneous sensing and full-duplex communication in E band is realized by using frequency division multiplexing (FDM). Both simulation and experimental verification were conducted to validate the proposed approach. © 2024 IEEE.","full-duplex; ISAC; microwave photonics; optical carrier reuse","Frequency division multiplexing; Light transmission; Microwave sensors; Mobile telecommunication systems; Optical fiber communication; Optical signal processing; Phase modulation; Photonic devices; Photonic integrated circuits; Photonic integration technology; Reusability; Central offices; Communications systems; Full-duplex; Integrated sensing; Integrated sensing and communication; Microwave Photonics; Optical carrier reuse; Photonics technology; Remote antennas; Sensing systems; Microwave photonics","Conference paper","Final","","Scopus","2-s2.0-85214979340"
"Zhang, T.; Yan, Z.; Pang, A.; Dang, A.","Zhang, Tianzhu (59790554000); Yan, Zhongji (57959108100); Pang, Anning (57958461700); Dang, Anhong (7005839056)","59790554000; 57959108100; 57958461700; 7005839056","Phase-Coded FMCW for Optical Integrated Sensing and Communication","2024","Asia Communications and Photonics Conference, ACP","","","","","","1","10.1109/ACP/IPOC63121.2024.10809937","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214974899&doi=10.1109%2FACP%2FIPOC63121.2024.10809937&partnerID=40&md5=f34cf2fb2447c391f01f4b33df67d722","A scheme for optical integrated sensing and communication using phase coded frequency-modulated continuous wave (PC-FMCW) is proposed.By using phase modulation, communication codes are carried on the FMCW laser radar.Sensing and communication are achieved respectively through coherent detection and self-delayed coherent detection on the sensing side and the communication side.Through theoretical analysis and simulation, we verified the sensing and communication capabilities of this scheme when the code rate is 1 Gbit/s, and the target distances are 10, 20 and 30 meters.Additionally, we confirmed that there is no mutual interference between sensing and communication when the phase shifts of communication codes satisfy 0 and π. © 2024 IEEE.","integrated sensing and communication; LiDAR; phase modulation; self-delayed coherent detection","Chirp modulation; Frequency shift keying; Light modulation; Optical signal processing; Pulse width modulation; Self phase modulation; Signal modulation; Analysis and simulation; Coherent detection; Communication capabilities; Communication codes; Frequency modulated continous waves; Integrated sensing; Integrated sensing and communication; LiDAR; Optical-; Self-delayed coherent detection; Optical communication","Conference paper","Final","","Scopus","2-s2.0-85214974899"
"Zhou, G.; Cao, M.; Yang, Q.; Zhang, Y.; Han, S.; Wang, H.","Zhou, Genxue (59387748400); Cao, Minghua (35219703600); Yang, Qing (56202739900); Zhang, Yue (57216741357); Han, Shengchun (59505853600); Wang, Huiqin (56032538900)","59387748400; 35219703600; 56202739900; 57216741357; 59505853600; 56032538900","Integrated Design of OFDM-LFM Lidar Communication in IoV Environment","2024","","","","","160","164","0","10.1109/ICICN62625.2024.10761294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214509401&doi=10.1109%2FICICN62625.2024.10761294&partnerID=40&md5=a62eda455dc6bbe411bb5871a92f00ed","To address the challenges associated with traditional communication-sensing integrated systems in the Internet of Vehicle (IoV) environment, particularly in terms of spectrum demand and hardware implementation costs, a lidar communication-sensing integrated system is proposed. This system combines asymmetric limiting optical orthogonal frequency division multiplexing (ACO-OFDM) and linear frequency modulation (LFM) technologies to seamlessly integrate optical communication and lidar ranging. Simulation results demonstrate that the system's bit error rate (BER) performance improves by 4.2 dB under Gamma-Gamma weak and medium turbulence channel conditions compared to a single LFM signal. Additionally, the overall ambiguity function of the integrated system exhibits a distinctive 'peg' shape, indicating superior distance and speed resolution capabilities. A laboratory prototype successfully demonstrates the system's capability to transmit data at 10 Mbps while maintaining an impressive ranging accuracy of less than 0.14 cm. © 2024 IEEE.","bit error rate; FPGA; fuzzy function graph; integrated sensing and communication","Frequency modulation; Integrated circuit design; Light modulation; Optical fiber communication; Orthogonal functions; Phase shift keying; Bit-error rate; Frequency modulation LIDAR; Fuzzy function; Fuzzy function graph; Integrated designs; Integrated sensing; Integrated sensing and communication; Integrated systems; Linear frequency modulation; Spectrum demand; Orthogonal frequency division multiplexing","Conference paper","Final","","Scopus","2-s2.0-85214509401"
"Matera, F.; Settembre, M.; Rago, A.; Fascista, A.; Piro, G.; Grieco, L.A.; Malandrino, F.; Virone, G.; Cianca, E.; Ruggieri, M.; Morosi, S.","Matera, Francesco (7005158927); Settembre, Marina (59854073800); Rago, Arcangela (57215117226); Fascista, Alessio (57193606948); Piro, Giuseppe (29068119300); Grieco, Luigi Alfredo (57191230771); Malandrino, Francesco (35179862000); Virone, Giuseppe (6602502957); Cianca, Ernestina (55883947600); Ruggieri, Marina (7102391180); Morosi, Simone (6701609673)","7005158927; 59854073800; 57215117226; 57193606948; 29068119300; 57191230771; 35179862000; 6602502957; 55883947600; 7102391180; 6701609673","Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication","2024","","","","","","","2","10.1109/ISSE63315.2024.10741118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211946493&doi=10.1109%2FISSE63315.2024.10741118&partnerID=40&md5=0b085ed0144bcd03bf2197702e03548a","Integrated Sensing And Communication (ISAC) emerges as a crucial aspect of 6G networks. Beyond merely transporting information, communication networks, especially for higher frequency wireless transmissions, can also work as sophisticated sensor arrays. In this scenario, the integration of Terrestrial Networks and Non-Terrestrial Networks (TN-NTNs) appears as a fundamental base for ISAC mainly due to the extensive network dimensions and the use of different mmWave, sub-THz, THz, and optical channels. This paper shows how the TN-NTN Management and Orchestration architectures, leveraging different elements for data collection and Artificial Intelligence-based analysis, can be a reference for sensing operations. In particular, we refer to the vision of the Italian ITA-NTN project, which proposes some guidelines for the management and control of the whole TN-NTN infrastructure considering the main recommendations for cross-domains coming from organizations as 3GPP and ETSI. © 2024 IEEE.","3GPP; 5G; 6G; ISAC; Non-Terrestrial Networks; Sensing","3G mobile communication systems; 4G mobile communication systems; Decision making; Information management; Optical communication; Project management; Wireless sensor networks; 3GPP; 5g; 6g; Communications networks; Information communication; Integrated sensing; Integrated sensing and communication; Non-terrestrial network; Sensing; Terrestrial networks; 5G mobile communication systems","Conference paper","Final","","Scopus","2-s2.0-85211946493"
"Deparis, N.; Della Seta, M.","Deparis, Nicolas (8389854500); Della Seta, Mikael (59453881800)","8389854500; 59453881800","IR-UWB polar transceiver for joint communication and sensing system in millimeter wave band","2024","","","","","71","74","0","10.23919/EuRAD61604.2024.10734931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210859975&doi=10.23919%2FEuRAD61604.2024.10734931&partnerID=40&md5=6def8158556bddef3dead4de590ddcea","This article presents a monostatic Single Input Single Output (SISO) joint communication and sensing (JCAS) system based on Impulse Radio Ultra-Wide Bandwidth (IR-UWB) technology operating in the millimeter-wave (mmW) spectrum. The architecture relies on synchronized mmW oscillations and pulsed quench signals to achieve stable pulse-To-pulse phase. The modulation scheme is obtained by a transformation of a n-states pulse position modulation (n-PPM) into a n-state phase shift keying (n-PSK) modulation, which ensures ultra-stable and low-power mmW pulse generation. This architecture, based on polar transmitter, does not need up conversion neither IQ signals generation, but relies on direct mmW source phase and amplitude modulation. Proof of concept of this JCAS sytem has been developed, based on a transmitter unit with a 65 nm CMOS SOI chipset including antenna achieving 2 dBm effective radiated power (ERP). Coherent integration capabilities help achieve high Signal-To-Noise Ratio (SNR), even with pulse repetition frequency (PRF). Measurement results show that this IR-UWB JCAS architecture achieves a data rate of 200 Mbps, with high accuracy (sub-mm) ranging and motion detection up to 1 meter. Ultra-low power consumption is achieved through the inherently low Duty cycle value of the Impulse Radio, which may regulate all RF components, such as the Voltage-Controlled Oscillator (VCO) and amplifiers. © 2024 European Microwave Association (EuMA).","impulse radio; ISAC; JCAS; phase noise; PPM; Radar; RadCom; ultrawide band","Amplitude modulation; CMOS integrated circuits; Dye lasers; Impulse noise; Intermodulation; Optical transceivers; Phase locked loops; Phase noise; Phase shift; Phase shift keying; Pulse position modulation; Pulse width modulation; Radio transceivers; Remote sensing; Surface emitting lasers; Communications systems; Impulse Radio; ISAC; Joint communication and sensing; Millimeter-wave band; Phase-noise; Radcom; Sensing systems; Ultrawide band; Ultrawide bandwidth; Signal to noise ratio","Conference paper","Final","","Scopus","2-s2.0-85210859975"
